,ID,Year,FileName
83,2020-31,2020,3351095.3372827.txt
84,2020-32,2020,3351095.3372846.txt
85,2020-33,2020,3351095.3372868.txt
86,2020-34,2020,3351095.3372869.txt
87,2020-35,2020,3351095.3372854.txt
88,2020-36,2020,3351095.3372856.txt
89,2020-37,2020,3351095.3372826.txt
90,2020-38,2020,3351095.3372858.txt
91,2020-39,2020,3351095.3372832.txt
92,2020-40,2020,3351095.3372852.txt
93,2020-41,2020,3351095.3372833.txt
94,2020-42,2020,3351095.3372847.txt
95,2020-43,2020,3351095.3372840.txt
96,2020-44,2020,3351095.3372860.txt
97,2020-45,2020,3351095.3372844.txt
98,2020-46,2020,3351095.3372857.txt
99,2020-47,2020,3351095.3372855.txt
100,2020-48,2020,3351095.3372866.txt
101,2020-49,2020,3351095.3372834.txt
102,2020-50,2020,3351095.3372830.txt
103,2020-51,2020,3351095.3375784.txt
104,2020-52,2020,3351095.3372828.txt
105,2020-53,2020,3351095.3372865.txt
106,2020-54,2020,3351095.3372845.txt
107,2020-55,2020,3351095.3372875.txt
108,2020-56,2020,3351095.3372835.txt
109,2020-57,2020,3351095.3372873.txt
110,2020-58,2020,3351095.3372859.txt
111,2020-59,2020,3351095.3372871.txt
112,2020-60,2020,3351095.3372878.txt
113,2020-61,2020,3351095.3372824.txt
114,2021-1,2021,3442188.3445944
115,2021-2,2021,3442188.3445898
116,2021-3,2021,3442188.3445925
117,2021-4,2021,3442188.3445927
118,2021-5,2021,3442188.3445879
119,2021-6,2021,3442188.3445888
120,2021-7,2021,3442188.3445907
121,2021-8,2021,3442188.3445935
122,2021-9,2021,3442188.3445867
123,2021-10,2021,3442188.3445894
124,2021-11,2021,3442188.3445915
125,2021-12,2021,3442188.3445932
126,2021-13,2021,3442188.3445878
127,2021-14,2021,3442188.3445900
128,2021-15,2021,3442188.3445902
129,2021-16,2021,3442188.3445883
130,2021-17,2021,3442188.3445916
131,2021-18,2021,3442188.3445914
132,2021-19,2021,3442188.3445895
133,2021-20,2021,3442188.3445923
134,2021-21,2021,3442188.3445868
135,2021-22,2021,3442188.3445892
136,2021-23,2021,3442188.3445909
137,2021-24,2021,3442188.3445886
138,2021-25,2021,3442188.3445920
139,2021-26,2021,3442188.3445870
140,2021-27,2021,3442188.3445931
141,2021-28,2021,3442188.3445885
142,2021-29,2021,3442188.3445910
143,2021-30,2021,3442188.3445882
144,2021-31,2021,3442188.3445928
145,2021-32,2021,3442188.3445924
146,2021-33,2021,3442188.3445873
147,2021-34,2021,3442188.3445906
148,2021-35,2021,3442188.3445875
149,2021-36,2021,3442188.3445930
150,2021-37,2021,3442188.3445871
151,2021-38,2021,3442188.3445887
152,2021-39,2021,3442188.3445912
153,2021-40,2021,3442188.3445884
154,2021-41,2021,3442188.3445872
155,2021-42,2021,3442188.3445896
156,2021-43,2021,3442188.3445919
157,2021-44,2021,3442188.3445890
158,2021-45,2021,3442188.3445934
159,2021-46,2021,3442188.3445913
160,2021-47,2021,3442188.3445874
161,2021-48,2021,3442188.3445933
162,2021-49,2021,3442188.3445940
163,2021-50,2021,3442188.3445899
164,2021-51,2021,3442188.3445943
165,2021-52,2021,3442188.3445897
166,2021-53,2021,3442188.3445876
167,2021-54,2021,3442188.3445938
168,2021-55,2021,3442188.3445936
169,2021-56,2021,3442188.3445971
170,2021-57,2021,3442188.3445939
171,2021-58,2021,3442188.3445869
172,2021-59,2021,3442188.3445904
173,2021-60,2021,3442188.3445908
174,2021-61,2021,3442188.3445918
175,2021-62,2021,3442188.3445881
176,2021-63,2021,3442188.3445905
177,2021-64,2021,3442188.3445903
178,2021-65,2021,3442188.3445937
179,2021-66,2021,3442188.3445877
180,2021-67,2021,3442188.3445865
181,2021-68,2021,3442188.3445880
182,2021-69,2021,3442188.3445941
183,2021-70,2021,3442188.3445911
184,2021-71,2021,3442188.3445921
185,2021-72,2021,3442188.3445917
